owner_first_name,owner_family_name,owner_profession,tenant_name,building_functions,rent_price,parish,building_functions_count,longitude,latitude
alvise,gritti,procurator,benetto guglieri,casa,10,san martin,1,12.34821192014243,45.434730250836544
niccolo,canal,procurator,agustin petuello,"appartamento, casa",10,san martin,2,12.34817558219033,45.43470180052263
niccolo,canal,procurator,giacomo magrini,casa,10,san martin,1,12.348110680327837,45.43467444279741
niccolo,canal,procurator,gaetano magrini,casa,8,san martin,1,12.347957689280245,45.43460403621632
niccolo,canal,procurator,battista varisco,casa,18,san martin,1,12.347942544044212,45.43460102362789
alvise,gritti,procurator,piero ziano,casa,9,san martin,1,12.348225023773413,45.43471126922675
alvise,gritti,procurator,pietro de bastiano piccolo,casa,18,san martin,1,12.348305221355488,45.43471072800428
alvise,gritti,procurator,antonio cogni,casa,28,san martin,1,12.34842130764514,45.43473956292455
daniel,bragadin,procurator,bernardo pianetti,bottega,16,san pietro di castello,1,12.356838393105347,45.433283592893225
daniel,bragadin,procurator,zuanne bazzon,casa,16,san pietro di castello,1,12.357097408000596,45.43328366766536
nicolo,marcello,procurator,mattio de clin,casa,14,san pietro di castello,1,12.355664895843876,45.43298293943772
francesco,fini,procuratore,lorenzo bevilacqua,casa,32,san pietro di castello,1,12.356095396640436,45.43144203798915
tommaso,mondini,avocato,iseppo rodo,casa,14,san pietro di castello,1,12.356781747798673,45.4308261567525
zuan,marcello,medico,francesco ferando,casa,8,san pietro di castello,1,12.358654497511774,45.43157306804546
zuan,marcello,medico,zuan scamparin,casa,20,san pietro di castello,1,12.358674766865848,45.43152805476137
bortolo,landar,procuratore,battista rusconi,"bottega, casa",50,san pietro di castello,2,12.352203107117283,45.432057848868105
marin,zorzi,procurator,nobil homo ser zorzi cottoni,casa,660,san severo,1,12.343041585749056,45.43623045638845
marin,zorzi,procurator,alessandro panciera,"bottega, casa",48,san severo,2,12.342706578764645,45.436124173926544
marin,zorzi,procurator,pietro righini,bottega,14,san severo,1,12.34260400965807,45.43607662509069
marin,zorzi,procurator,ignatio beltrami,casa,62,san severo,1,12.34258246093775,45.4360946039748
marin,zorzi,procurator,mattio benedetti,casa,36,san severo,1,12.34256647387012,45.436110352077584
marin,zorzi,procurator,iseppo gighi da lui sublocata a pier antonio bonarii,"bottega, casa",50,san severo,2,12.342499080115246,45.436147237944205
marin,zorzi,procurator,giacomo variton,"bottega, casa",58,san severo,2,12.34248174136367,45.43616404682586
marin,zorzi,procurator,santa relicta del quondam luca rossi,"bottega, casa",44,san severo,2,12.342420108420002,45.43621988659551
marin,zorzi,procurator,filippo zanetti da lui sublocata a bernardo rogantin,"bottega, casa",55,san severo,2,12.342390072721624,45.43627653766725
marin,zorzi,procurator,zuanne bulfon,bottega,18,san severo,1,12.342366440905437,45.43630468766115
marin,zorzi,procurator,lorenzo trani,casa,50,san severo,1,12.342404153553662,45.43634765007303
marin,zorzi,procurator,maffio vezaschin,casa,64,san severo,1,12.342453100578332,45.43636899099427
marin,zorzi,procurator,nobil homo ser giambattista fu di ser nicolò bon,casa,140,san severo,1,12.34276223878084,45.43651158306551
lunardo,venier,procurator,battista barobini,"bottega, casa",100,san severo,2,12.342161190148348,45.43635693074842
lunardo,venier,procurator,dottor vicenzo cherubin,casa,60,san severo,1,12.34221988756499,45.43630019411514
francesco,dona,procurator,pietro zanetti,casa,14,sant'antonino,1,12.346110973356886,45.43591138439564
marc'antonio,giustinian,procurator,zuanne marsili,bottega,100,santa giustina,1,12.344024847128006,45.43853051397881
marc'antonio,giustinian,procurator,alvise pontini,casa,52,santa giustina,1,12.344607338474503,45.43851488124612
marc'antonio,giustinian,procurator,giovanni battista paganoni,magazzeno,16,santa giustina,1,12.344714886277682,45.43851747911957
antonio,ganossa,dottor,maria zuchina,casa,26,santa giustina,1,12.346951186342052,45.438598308170846
francesco,dolfin,medico,bortolo boegan,casa,42,santa maria formosa,1,12.341890590141537,45.43745024029132
giambattista,sozzi,avvocato,anzola gavagnina,casa,26,santa maria formosa,1,12.342067251993791,45.43755523867602
francesco,pedrocchi rosa,economo,benetto giuliani,casa,60,santa maria formosa,1,12.342107594687665,45.43646843755316
cecilia,grimani,procurator,domenico ferazutto,casa,16,santa marina,1,12.34110096660036,45.44123973378144
cecilia,grimani,procurator,rocco rossetti,casa,10,santa marina,1,12.34107720085253,45.44122208464632
cecilia,grimani,procurator,lunardo duzzolo,casa,18,santa marina,1,12.341049666449846,45.44118973415323
piero,foscarini,procuratore,battista zanin,casa,12,santa ternita,1,12.348125518384755,45.43632362230665
gerardo,sagredo,procurator,illustrissimo vicenzo zorzi,casa,50,santa ternita,1,12.34924529389984,45.43807227836147
gerardo,sagredo,procurator,illustrissimo abate giovanni francesco viccamano,casa,50,santa ternita,1,12.349260296533734,45.43809678928833
gerardo,sagredo,procurator,elisabetta molina,casa,36,santa ternita,1,12.349275432240727,45.43811846065788
daniel,bragadin,procurator,alvise gagietta,casa,16,san nicolo,1,12.314526220812912,45.43242594993005
daniel,bragadin,procurator,gasparo da canal,casa,14,san nicolo,1,12.31446208275291,45.43230041582009
vicenzo,pisani,procurator,nadalina scattiggio,casa,8,san nicolo,1,12.314475139947524,45.43311948790614
francesco,canal,procurator,iseppo poro,casa,8,san nicolo,1,12.316969455826266,45.43407839845806
filippo,aram,cuoco,giovanni battista angelini,casa,20,san nicolo,1,12.318380222463697,45.43471516635671
filippo,aram,cuoco,giovanni battista angelini,bottega,16,san nicolo,1,12.318402923483989,45.43471875723321
lorenzo,tiepolo,procurator,lunardo gorgò,casa,60,san trovaso,1,12.326834560308114,45.431293042999485
nicolo,foscarini,procurator,antonio maria casiola,casa,12,san trovaso,1,12.327748825190872,45.43066964493767
nicolo,foscarini,procurator,giacinto di zuanni,casa,15,san trovaso,1,12.32790054019016,45.43064828365967
nicolo,foscarini,procurator,nobil homo ser gerolamo ravagnin,casa,200,san trovaso,1,12.328073981697198,45.43058045469221
nicolo,foscarini,procurator,adamo maschio,casa,8,san trovaso,1,12.328188416704362,45.43054715450018
iseppo,balbi,ecconomo,angiolo sorosina,"bottega, casa",50,san trovaso,2,12.325959612090422,45.43190595205235
giovanni battista,moscheni,orefice,vittoria bedena,casa,8,san trovaso,1,12.325990046883058,45.43215012442402
paulo,legrenzi,procurator,domenico silan,casa,16,san trovaso,1,12.32559055560921,45.4324712074477
paulo,legrenzi,procurator,antonio rossi,casa,6,san trovaso,1,12.325549306089178,45.43231066639383
iseppo,balbi,ecconomo,nicolò londini,casa,25,san trovaso,1,12.325787925092646,45.43197519050596
iseppo,balbi,ecconomo,benetto coto,casa,10,san trovaso,1,12.325811384761655,45.43193275607268
salvador,girardini,procurator,cattarina roncata,casa,8,san trovaso,1,12.32528132825801,45.4315680800727
salvador,girardini,procurator,bastian costa,magazzeno,6,san trovaso,1,12.325127461885227,45.431579421757775
zuanne,emo,procurator,nobil homo ser pietro zorzi,casa,60,san vio,1,12.332014196341095,45.43028685640905
piero,foscarini,procurator,alvise meneghetti,casa,25,san vio,1,12.332045764172234,45.42962777801724
gerolemo,venier,procurator,antonio rossetti,casa,40,san vio,1,12.331741134789414,45.430546776086686
gerolemo,venier,procurator,carlo chiodo,"bottega, casa",18,san vio,2,12.331721502981964,45.43050863191135
piero,foscarini,procurator,antonio brunello,casa,12,santa margherita,1,12.321998722612928,45.43453543052677
marco antonio,giustinian,procurator,biasio meneghini,"bottega, casa",36,santa margherita,2,12.32231135163042,45.43421867002022
marco antonio,giustinian,procurator,zuane p[o]lamon,casa,20,santa margherita,1,12.3222790413331,45.434246064610726
marco antonio,giustinian,procurator,"iseppo baldissera, et gaetano fedeli",casa,95,santa margherita,1,12.322230706142063,45.434279883187344
giovanni battista,albrici,procurator,bortolo costantini,casa,10,santa margherita,1,12.3254093148791,45.43400400077855
benetto,saraval,dottor,iseppo ferrarese q. abram,casa,20,ghetto nuovo,1,12.32691968559156,45.445617959884544
sarno,dal medico,medico,iseppo tabi,bottega,17,ghetto nuovo,1,12.327018228998826,45.44558263869881
iseppo,corneggiano,dottor,david cutì,bottega,50,ghetto vecchio,1,12.325728520401688,45.44511692184914
cremesina,dal medico contarini,medico,rachael q. salamon saraval,casa,17,ghetto vecchio,1,12.325999022409215,45.44474467640811
cremesina,dal medico contarini,medico,manuel silva,casa,14,ghetto vecchio,1,12.326008038858609,45.444737629244585
cremesina,dal medico contarini,medico,iacob marcania,casa,23,ghetto vecchio,1,12.325967273753866,45.444750426931286
cremesina,dal medico contarini,medico,ester vedova jacob bagnon,casa,6,ghetto vecchio,1,12.325983372811994,45.44473132102009
cremesina,dal medico contarini,medico,moisè e fratelli,casa,18,ghetto vecchio,1,12.325992371217929,45.4447246554565
zuanne,balbi,peruchier,giustinian bianchini,casa,16,san simon apostolo,1,12.32246933802215,45.4398560455042
tomaso,morosini bolani,medico,anzolo sardina,casa,20,san simon profeta,1,12.323819127748871,45.44112318853406
daniel,bragadin,procurator,gerolemo de grandi,casa,74,san stae,1,12.33007834542824,45.44105393449812
daniel,bragadin,procurator,meneghina dan,casa,14,san stae,1,12.330025053862052,45.441077264636256
zuanne,nani,procurator,andrea mottoni,"bottega, casa",52,san stae,2,12.329577788900314,45.44049679129584
zuanne,nani,procurator,lazaro mazzocco per antonia fedeli,"bottega, casa",56,san stae,2,12.32956608020807,45.4404857676775
zuanne,basadona,procurator,reverendo don andrea tiozzi,casa,130,san stae,1,12.33081317187572,45.44044914877623
zuanne,basadona,procurator,francesco baglioni,casa,130,san stae,1,12.330783990775435,45.44041567860037
daniel,bragadin,procurator,anzola malanota,casa,11,santa croce,1,12.32205538493925,45.43793820930015
chiara,pisani,procurator,nobil homo ser alvise foscarini,casa,245,santa croce,1,12.316524812982028,45.43892199118263
marc'antonio,giustinian,procurator,maria rosa e maria anna sorelle michueletti quondam fermo,casa,45,santa maria mater domini,1,12.330131506839436,45.43971016819055
marc'antonio,giustinian,procurator,zuanne abbondio,casa,65,santa maria mater domini,1,12.330084995795328,45.43972737359876
ferigo,venier,procurator,antonio consolatti,casa,15,santa maria mater domini,1,12.330444972327914,45.44016158206514
ferigo,venier,procurator,cattarina lorenzoni,casa,20,santa maria mater domini,1,12.330432603459382,45.44014621741908
pietro,foscarini,procurator,iseppo nadali,"casa, forno",120,san benetto,2,12.33270521152943,45.43528530754052
ferigo,venier,procurator,domenico pizzolato,casa,48,san benetto,1,12.332425830537389,45.43506783036758
pietro,foscarini,procurator,michiel croxefida,casa,160,san benetto,1,12.332305982189665,45.43599267121033
pietro,bassadona,procurator,giovanni battista peruzzi,"bottega, casa",52,san benetto,2,12.332147302866847,45.43553561038301
pietro,bassadona,procurator,paulo gariboldi,casa,50,san benetto,1,12.332056348167782,45.43549059158395
pietro,bassadona,procurator,madalenna porzona,casetta,24,san benetto,1,12.331991991897937,45.43545572620125
francesco,biondi,nodaro veneto,bortolo pedralli,"bottega, casa",34,san luca,2,12.336491221164778,45.43546714205163
francesco,biondi,nodaro veneto,francesco macarini,casa,70,san luca,1,12.336216811592418,45.43550945129259
pietro,marcello,procurator,reddolfo santi,"bottega, casetta",25,san luca,2,12.335512074482128,45.43589706138311
giovanni,emo,procuratore,francesco sguario,casa,180,san maurizio,1,12.33097035227346,45.43182013585875
pietro,barera,specier da confetti,francesco pilla,casa,28,san maurizio,1,12.33185392609935,45.43294713954222
giovanni battista,vanalli,mercante d'oro,giovanni maria spavento,casa,24,san maurizio,1,12.331448732719394,45.43257808438396
giovanni battista,vanalli,mercante d'oro,giovanni maria spavento,casa,24,san maurizio,1,12.331995617565616,45.4328178565827
chiara,pisani,tutrice,giacomo locadello,casa,100,san moise,1,12.336795699733878,45.43306110113096
zuane,emo,procurator,giacomina morosini,casetta,34,san paternian,1,12.33337595767867,45.43505522015548
zuane,emo,procurator,giacomo san vido,"bottega, casa, magazzeno",51,san paternian,3,12.333354573365956,45.43507795949563
zuane,emo,procurator,zorzi massari da steffano,"appartamento, casa",80,san paternian,2,12.333382728532316,45.43509113062
michiel,priuli,procurator,alvise bonfadini,casa,50,san paternian,1,12.33525093049352,45.434850519731775
michiel,priuli,procurator,"gerolamo balbi, alvise minotto, giulio donado",casa,140,san paternian,1,12.335248581406065,45.43482494433634
pietro,bragadin,procurator,giacomo ger e daniele azzal,"bottega, casa",190,san salvador,2,12.337809779122775,45.43639316920694
cecilia,contarini bembo,tutrice,zuanne redolfi,"bottega, casa",172,san salvador,2,12.337202890921027,45.43718359673903
gerolamo ascanio,giustinian,procurator,michiel pol,bottega,40,san salvador,1,12.337244193674472,45.43672894364174
gerolamo ascanio,giustinian,procurator,carlo alessandri,bottega,36,san salvador,1,12.337299996748667,45.4367212382888
gerolamo ascanio,giustinian,procurator,francesco moretti,bottega,36,san salvador,1,12.337348958665707,45.43670786887724
gerolamo ascanio,giustinian,procurator,zuanne romano,bottega,34,san salvador,1,12.337397826452875,45.43669649885974
gerolamo,venier,procurator,teodoro remigi,"bottega, casa",94,san salvador,2,12.337185585165177,45.43674925626142
zuanne,querini,procurator,zuanne pezzi,"bottega, casa",82,san salvador,2,12.33762997037097,45.436490994557936
francesco,querini,procurator,elisabetta battaglini,casa,40,san salvador,1,12.337618066422374,45.43639305051624
bortolameo,gradenigo,procurator,carlo ochresel,casa,38,san salvador,1,12.336756766465186,45.4359607038189
lorenzo,tiepolo,procurator,andrea alverà,"appartamento, bottega",180,san salvador,2,12.335646317157623,45.43629805407131
lorenzo,tiepolo,procurator,andrea radi,appartamento,60,san salvador,1,12.335653211628578,45.43628495617768
andrea,corner,procurator,nicoleto zanardi,casa,18,san samuel,1,12.328255933445313,45.43396411007345
andrea,corner,procurator,scola del santissimo sacramento in s. samuel,magazzeno,16,san samuel,1,12.32830151557066,45.43385904233499
andrea,corner,procurator,pellegrino zen,casa,120,san samuel,1,12.328445816271609,45.43388085076205
zaccaria,canal,procurator,martin riosa,casa,36,san samuel,1,12.328803839693409,45.43398360803056
giacomo,aliprandi,procuratore,francesco bosello,casa,18,san samuel,1,12.328680472326576,45.434378320418354
francesco,biondi,nodaro veneto,andriana toderini,casa,10,san samuel,1,12.328903563910565,45.43425434288777
francesco,biondi,nodaro veneto,pietro cavallieri,casa,84,san samuel,1,12.329498105242235,45.434354858334274
angelo,negri,procuratore,francesco pigetti,"bottega, casa",100,san samuel,2,12.329616441322887,45.43441673031573
francesco,biondi,nodaro veneto,bastian missiolli,casa,12,san samuel,1,12.329229576251905,45.43433790345236
francesco,biondi,nodaro veneto,giovanni battista trentin,casa,24,san samuel,1,12.329292227853996,45.434295042160514
antonio,milani,medico,zuanne mander e michiel lavon,casa,12,san samuel,1,12.329079225940816,45.433780080071074
paulo antonio,belegno,procurator,giacomo negri,casa,64,san samuel,1,12.32917195307748,45.43317662923079
marc'antonio,giustinian,procurator,cecilia rutti comica,casa,50,san samuel,1,12.32873156584081,45.43334503052263
marc'antonio,giustinian,procurator,pietro dairal,casa,44,san samuel,1,12.328677776837598,45.43332281201313
marc'antonio,giustinian,procurator,angela piccoli,casa,30,san samuel,1,12.32871839284624,45.4332794528118
marc'antonio,giustinian,procurator,laura minio,casa,10,san samuel,1,12.328669893735404,45.43323794664568
marc'antonio,giustinian,procurator,giovanni battista balla,casa,26,san samuel,1,12.328704139069291,45.43319272521528
marc'antonio,giustinian,procurator,giulio bosello,casa,21,san samuel,1,12.328719719453648,45.433202778924525
marc'antonio,giustinian,procurator,paolo indrich,casa,71,san samuel,1,12.328607642272887,45.43314767334429
marc'antonio,giustinian,procurator,bernardo fabris,casa,52,san samuel,1,12.32861449339002,45.433302577518425
marc'antonio,giustinian,procurator,lucialla maria semitecolo,casa,55,san samuel,1,12.328541888150315,45.4334133977985
marc'antonio,giustinian,procurator,cattarina albinoni,casa,50,san samuel,1,12.328467297187188,45.43349990259191
piero,bortoloni,procuratore,piero monica formaggier,bottega,8,san ziminian,1,12.337739042029312,45.43327829359996
piero,bortoloni,procuratore,piero monica formaggier,bottega,8,san ziminian,1,12.337739042029312,45.43327829359996
piero,foscarini,procurator,zuanne battista franceschini,bottega,80,san zulian,1,12.33863859194997,45.4350089101718
piero,foscarini,procurator,iseppo lucatello,bottega,75,san zulian,1,12.338604849463527,45.435047674723286
piero,foscarini,procurator,lunardo traian,"bottega, casa",75,san zulian,2,12.338403600157946,45.43505958406404
piero,foscarini,procurator,antonio trentin,bottega,39,san zulian,1,12.338698228287615,45.43552056985718
piero,foscarini,procurator,piero orsini,"bottega, casa",42,san zulian,2,12.339491984070238,45.43702222430316
piero,marcello,procurator,iseppo uccelli,casa,52,sant'angelo,1,12.332914925577024,45.434418313116254
piero,foscarini,procurator,lorenzo zambelli,casa,180,sant'angelo,1,12.333644705715036,45.43425571995853
zuanne,emo,procurator,giovanni maria battochis dalla malvasia,"bottega, casa",26,sant'angelo,2,12.333229165449092,45.43403863363929
zuanne,emo,procurator,giacomo perucci,casa,25,sant'angelo,1,12.33319277285452,45.43407396903672
giovanni,emo,procurator,vicenza pisinelli,casa,16,sant'angelo,1,12.333162252773842,45.43410259569024
francesco,venier,procurator,piero bon forner,"casa, forno",50,sant'angelo,2,12.333256686508069,45.43382314022119
francesco,gritti,procurator,bernardin montanari fiscal,casa,170,santa maria zobenigo,1,12.332611120993612,45.43170506030805
pietro,marcello,procurator,domenico bertin,bottega,60,san giovanni elmosinario,1,12.335838348243817,45.43816766129349
pietro,marcello,procurator,marco dal pero,bottega,60,san giovanni elmosinario,1,12.335876371870723,45.438147839602806
pietro,marcello,procurator,giovanni maria bertoli,bottega,60,san giovanni elmosinario,1,12.33569169446507,45.43814953131857
pietro,marcello,procurator,zuanne meris,bottega,80,san giovanni elmosinario,1,12.335649169948184,45.43816534613222
pietro,foscarini,procurator,nicolò fossati carter,bottega,42,san giovanni elmosinario,1,12.335438450395523,45.43862938650831
pietro,foscarini,procurator,pietro manuzzi,bottega,18,san giovanni elmosinario,1,12.335455000179936,45.43862196939367
francesco,bonamin,nodaro veneto,santo fornasotto,bottega,48,san giovanni elmosinario,1,12.335332511664737,45.43920075070892
andrea,corner,procurator,giovanni battista lisoni,bottega,16,san giovanni elmosinario,1,12.335003933522732,45.43932747612934
daniel,bragadin,procurator,giovanni battista povolari,bottega,80,san giovanni elmosinario,1,12.33464235520407,45.43950992211324
pietro,foscarini,procurator,mattio crico,bottega,26,san giovanni elmosinario,1,12.334915884278065,45.439275401588205
